Samples,Pt_wt,Pt_size,Surface_area,N_doped,pH,Current_Density,Overpotential
3Pt@NMC,13.3,1.03,516.3,10.4,0.3,10,35.7
3Pt@NMC,13.3,1.03,516.3,10.4,0.3,20,48.3
3Pt@NMC,13.3,1.03,516.3,10.4,0.3,40,69
3Pt@NMC,13.3,1.03,516.3,10.4,0.3,50,79.7
3Pt@NMC,13.3,1.03,516.3,10.4,0.3,100,131
